control,base_probe_id,variant_probe_id,case_id,event_family
length_band,both_preserve_right__cup_box__lettered_positions__compact__reference_first__reference_first,both_preserve_right__cup_box__lettered_positions__expanded__reference_first__reference_first,both_preserve_right,both_move
context_entity_order,both_preserve_right__cup_box__lettered_positions__standard__target_first__target_first,both_preserve_right__cup_box__lettered_positions__standard__reference_first__target_first,both_preserve_right,both_move
target_entity_order,both_preserve_right__cup_box__lettered_positions__standard__target_first__target_first,both_preserve_right__cup_box__lettered_positions__standard__target_first__reference_first,both_preserve_right,both_move
context_entity_order,both_preserve_right__cup_box__lettered_positions__standard__target_first__reference_first,both_preserve_right__cup_box__lettered_positions__standard__reference_first__reference_first,both_preserve_right,both_move
target_entity_order,both_preserve_right__cup_box__lettered_positions__standard__reference_first__target_first,both_preserve_right__cup_box__lettered_positions__standard__reference_first__reference_first,both_preserve_right,both_move
context_entity_order,both_preserve_right__cup_box__lettered_positions__expanded__target_first__target_first,both_preserve_right__cup_box__lettered_positions__expanded__reference_first__target_first,both_preserve_right,both_move
target_entity_order,both_preserve_right__cup_box__lettered_positions__expanded__target_first__target_first,both_preserve_right__cup_box__lettered_positions__expanded__target_first__reference_first,both_preserve_right,both_move
context_entity_order,both_preserve_right__cup_box__lettered_positions__expanded__target_first__reference_first,both_preserve_right__cup_box__lettered_positions__expanded__reference_first__reference_first,both_preserve_right,both_move
target_entity_order,both_preserve_right__cup_box__lettered_positions__expanded__reference_first__target_first,both_preserve_right__cup_box__lettered_positions__expanded__reference_first__reference_first,both_preserve_right,both_move
context_entity_order,both_preserve_right__book_jar__named_positions__compact__target_first__target_first,both_preserve_right__book_jar__named_positions__compact__reference_first__target_first,both_preserve_right,both_move
target_entity_order,both_preserve_right__book_jar__named_positions__compact__target_first__target_first,both_preserve_right__book_jar__named_positions__compact__target_first__reference_first,both_preserve_right,both_move
length_band,both_preserve_right__book_jar__named_positions__compact__target_first__target_first,both_preserve_right__book_jar__named_positions__standard__target_first__target_first,both_preserve_right,both_move
length_band,both_preserve_right__book_jar__named_positions__compact__target_first__target_first,both_preserve_right__book_jar__named_positions__expanded__target_first__target_first,both_preserve_right,both_move
evidence_type,both_preserve_right__book_jar__named_positions__compact__target_first__target_first,both_preserve_right__book_jar__numbered_left_to_right__compact__target_first__target_first,both_preserve_right,both_move
evidence_type,both_preserve_right__book_jar__named_positions__compact__target_first__target_first,both_preserve_right__book_jar__numbered_right_to_left__compact__target_first__target_first,both_preserve_right,both_move
evidence_type,both_preserve_right__book_jar__named_positions__compact__target_first__target_first,both_preserve_right__book_jar__lettered_positions__compact__target_first__target_first,both_preserve_right,both_move
context_entity_order,both_preserve_right__book_jar__named_positions__compact__target_first__reference_first,both_preserve_right__book_jar__named_positions__compact__reference_first__reference_first,both_preserve_right,both_move
length_band,both_preserve_right__book_jar__named_positions__compact__target_first__reference_first,both_preserve_right__book_jar__named_positions__standard__target_first__reference_first,both_preserve_right,both_move
length_band,both_preserve_right__book_jar__named_positions__compact__target_first__reference_first,both_preserve_right__book_jar__named_positions__expanded__target_first__reference_first,both_preserve_right,both_move
evidence_type,both_preserve_right__book_jar__named_positions__compact__target_first__reference_first,both_preserve_right__book_jar__numbered_left_to_right__compact__target_first__reference_first,both_preserve_right,both_move
evidence_type,both_preserve_right__book_jar__named_positions__compact__target_first__reference_first,both_preserve_right__book_jar__numbered_right_to_left__compact__target_first__reference_first,both_preserve_right,both_move
evidence_type,both_preserve_right__book_jar__named_positions__compact__target_first__reference_first,both_preserve_right__book_jar__lettered_positions__compact__target_first__reference_first,both_preserve_right,both_move
target_entity_order,both_preserve_right__book_jar__named_positions__compact__reference_first__target_first,both_preserve_right__book_jar__named_positions__compact__reference_first__reference_first,both_preserve_right,both_move
length_band,both_preserve_right__book_jar__named_positions__compact__reference_first__target_first,both_preserve_right__book_jar__named_positions__standard__reference_first__target_first,both_preserve_right,both_move
length_band,both_preserve_right__book_jar__named_positions__compact__reference_first__target_first,both_preserve_right__book_jar__named_positions__expanded__reference_first__target_first,both_preserve_right,both_move
evidence_type,both_preserve_right__book_jar__named_positions__compact__reference_first__target_first,both_preserve_right__book_jar__numbered_left_to_right__compact__reference_first__target_first,both_preserve_right,both_move
evidence_type,both_preserve_right__book_jar__named_positions__compact__reference_first__target_first,both_preserve_right__book_jar__numbered_right_to_left__compact__reference_first__target_first,both_preserve_right,both_move
evidence_type,both_preserve_right__book_jar__named_positions__compact__reference_first__target_first,both_preserve_right__book_jar__lettered_positions__compact__reference_first__target_first,both_preserve_right,both_move
length_band,both_preserve_right__book_jar__named_positions__compact__reference_first__reference_first,both_preserve_right__book_jar__named_positions__standard__reference_first__reference_first,both_preserve_right,both_move
length_band,both_preserve_right__book_jar__named_positions__compact__reference_first__reference_first,both_preserve_right__book_jar__named_positions__expanded__reference_first__reference_first,both_preserve_right,both_move
evidence_type,both_preserve_right__book_jar__named_positions__compact__reference_first__reference_first,both_preserve_right__book_jar__numbered_left_to_right__compact__reference_first__reference_first,both_preserve_right,both_move
evidence_type,both_preserve_right__book_jar__named_positions__compact__reference_first__reference_first,both_preserve_right__book_jar__numbered_right_to_left__compact__reference_first__reference_first,both_preserve_right,both_move
evidence_type,both_preserve_right__book_jar__named_positions__compact__reference_first__reference_first,both_preserve_right__book_jar__lettered_positions__compact__reference_first__reference_first,both_preserve_right,both_move
context_entity_order,both_preserve_right__book_jar__named_positions__standard__target_first__target_first,both_preserve_right__book_jar__named_positions__standard__reference_first__target_first,both_preserve_right,both_move
