control,base_probe_id,variant_probe_id
evidence_format,east_west__both_preserve_positive__numeric__compact__target_first__reference_first__list_positive_to_negative,east_west__both_preserve_positive__named_locations__compact__target_first__reference_first__list_positive_to_negative
context_entity_order,east_west__both_preserve_positive__numeric__compact__target_first__reference_first__list_positive_to_negative,east_west__both_preserve_positive__numeric__compact__reference_first__reference_first__list_positive_to_negative
numeric_label_order,east_west__both_preserve_positive__numeric__compact__target_first__reference_first__list_positive_to_negative,east_west__both_preserve_positive__numeric__compact__target_first__reference_first__list_positive_to_negative__labels_decreasing
length_band,east_west__both_preserve_positive__numeric__compact__target_first__reference_first__list_positive_to_negative__labels_decreasing,east_west__both_preserve_positive__numeric__standard__target_first__reference_first__list_positive_to_negative__labels_decreasing
length_band,east_west__both_preserve_positive__numeric__compact__target_first__reference_first__list_positive_to_negative__labels_decreasing,east_west__both_preserve_positive__numeric__expanded__target_first__reference_first__list_positive_to_negative__labels_decreasing
context_entity_order,east_west__both_preserve_positive__numeric__compact__target_first__reference_first__list_positive_to_negative__labels_decreasing,east_west__both_preserve_positive__numeric__compact__reference_first__reference_first__list_positive_to_negative__labels_decreasing
length_band,east_west__both_preserve_positive__numeric__compact__reference_first__target_first,east_west__both_preserve_positive__numeric__standard__reference_first__target_first
length_band,east_west__both_preserve_positive__numeric__compact__reference_first__target_first,east_west__both_preserve_positive__numeric__expanded__reference_first__target_first
evidence_format,east_west__both_preserve_positive__numeric__compact__reference_first__target_first,east_west__both_preserve_positive__named_locations__compact__reference_first__target_first
target_entity_order,east_west__both_preserve_positive__numeric__compact__reference_first__target_first,east_west__both_preserve_positive__numeric__compact__reference_first__reference_first
location_list_order,east_west__both_preserve_positive__numeric__compact__reference_first__target_first,east_west__both_preserve_positive__numeric__compact__reference_first__target_first__list_positive_to_negative
numeric_label_order,east_west__both_preserve_positive__numeric__compact__reference_first__target_first,east_west__both_preserve_positive__numeric__compact__reference_first__target_first__labels_decreasing
length_band,east_west__both_preserve_positive__numeric__compact__reference_first__target_first__labels_decreasing,east_west__both_preserve_positive__numeric__standard__reference_first__target_first__labels_decreasing
length_band,east_west__both_preserve_positive__numeric__compact__reference_first__target_first__labels_decreasing,east_west__both_preserve_positive__numeric__expanded__reference_first__target_first__labels_decreasing
target_entity_order,east_west__both_preserve_positive__numeric__compact__reference_first__target_first__labels_decreasing,east_west__both_preserve_positive__numeric__compact__reference_first__reference_first__labels_decreasing
location_list_order,east_west__both_preserve_positive__numeric__compact__reference_first__target_first__labels_decreasing,east_west__both_preserve_positive__numeric__compact__reference_first__target_first__list_positive_to_negative__labels_decreasing
length_band,east_west__both_preserve_positive__numeric__compact__reference_first__target_first__list_positive_to_negative,east_west__both_preserve_positive__numeric__standard__reference_first__target_first__list_positive_to_negative
length_band,east_west__both_preserve_positive__numeric__compact__reference_first__target_first__list_positive_to_negative,east_west__both_preserve_positive__numeric__expanded__reference_first__target_first__list_positive_to_negative
evidence_format,east_west__both_preserve_positive__numeric__compact__reference_first__target_first__list_positive_to_negative,east_west__both_preserve_positive__named_locations__compact__reference_first__target_first__list_positive_to_negative
target_entity_order,east_west__both_preserve_positive__numeric__compact__reference_first__target_first__list_positive_to_negative,east_west__both_preserve_positive__numeric__compact__reference_first__reference_first__list_positive_to_negative
numeric_label_order,east_west__both_preserve_positive__numeric__compact__reference_first__target_first__list_positive_to_negative,east_west__both_preserve_positive__numeric__compact__reference_first__target_first__list_positive_to_negative__labels_decreasing
length_band,east_west__both_preserve_positive__numeric__compact__reference_first__target_first__list_positive_to_negative__labels_decreasing,east_west__both_preserve_positive__numeric__standard__reference_first__target_first__list_positive_to_negative__labels_decreasing
length_band,east_west__both_preserve_positive__numeric__compact__reference_first__target_first__list_positive_to_negative__labels_decreasing,east_west__both_preserve_positive__numeric__expanded__reference_first__target_first__list_positive_to_negative__labels_decreasing
target_entity_order,east_west__both_preserve_positive__numeric__compact__reference_first__target_first__list_positive_to_negative__labels_decreasing,east_west__both_preserve_positive__numeric__compact__reference_first__reference_first__list_positive_to_negative__labels_decreasing
length_band,east_west__both_preserve_positive__numeric__compact__reference_first__reference_first,east_west__both_preserve_positive__numeric__standard__reference_first__reference_first
length_band,east_west__both_preserve_positive__numeric__compact__reference_first__reference_first,east_west__both_preserve_positive__numeric__expanded__reference_first__reference_first
evidence_format,east_west__both_preserve_positive__numeric__compact__reference_first__reference_first,east_west__both_preserve_positive__named_locations__compact__reference_first__reference_first
location_list_order,east_west__both_preserve_positive__numeric__compact__reference_first__reference_first,east_west__both_preserve_positive__numeric__compact__reference_first__reference_first__list_positive_to_negative
numeric_label_order,east_west__both_preserve_positive__numeric__compact__reference_first__reference_first,east_west__both_preserve_positive__numeric__compact__reference_first__reference_first__labels_decreasing
