reference_probe_id,variant_probe_id,control,outcome,numeric_case_id,unit_id
name_3__obj_flag__num_09__unit_ft__reference_object_moves__closer__expanded,name_3__obj_flag__num_09__unit_ft__reference_object_moves__closer__expanded__object_first,event_entity_order,closer,num_09,unit_ft
name_3__obj_flag__num_09__unit_ft__reference_object_moves__farther__compact__person_first,name_3__obj_flag__num_09__unit_ft__reference_object_moves__farther__compact,event_entity_order,farther,num_09,unit_ft
name_3__obj_flag__num_09__unit_ft__reference_object_moves__farther,name_3__obj_flag__num_09__unit_ft__reference_object_moves__farther__object_first,event_entity_order,farther,num_09,unit_ft
name_3__obj_flag__num_09__unit_ft__reference_object_moves__farther__expanded,name_3__obj_flag__num_09__unit_ft__reference_object_moves__farther__expanded__object_first,event_entity_order,farther,num_09,unit_ft
name_3__obj_flag__num_09__unit_ft__both_move_same_separation__unchanged__compact,name_3__obj_flag__num_09__unit_ft__both_move_same_separation__unchanged__compact__object_first,event_entity_order,unchanged,num_09,unit_ft
name_3__obj_flag__num_09__unit_ft__both_move_same_separation__unchanged,name_3__obj_flag__num_09__unit_ft__both_move_same_separation__unchanged__object_first,event_entity_order,unchanged,num_09,unit_ft
name_3__obj_flag__num_09__unit_ft__both_move_same_separation__unchanged__expanded,name_3__obj_flag__num_09__unit_ft__both_move_same_separation__unchanged__expanded__object_first,event_entity_order,unchanged,num_09,unit_ft
name_3__obj_flag__num_09__unit_inches__reference_object_moves__closer__compact__person_first,name_3__obj_flag__num_09__unit_inches__reference_object_moves__closer__compact,event_entity_order,closer,num_09,unit_inches
name_3__obj_flag__num_09__unit_inches__reference_object_moves__closer,name_3__obj_flag__num_09__unit_inches__reference_object_moves__closer__object_first,event_entity_order,closer,num_09,unit_inches
name_3__obj_flag__num_09__unit_inches__reference_object_moves__closer__expanded,name_3__obj_flag__num_09__unit_inches__reference_object_moves__closer__expanded__object_first,event_entity_order,closer,num_09,unit_inches
name_3__obj_flag__num_09__unit_inches__reference_object_moves__farther__compact__person_first,name_3__obj_flag__num_09__unit_inches__reference_object_moves__farther__compact,event_entity_order,farther,num_09,unit_inches
name_3__obj_flag__num_09__unit_inches__reference_object_moves__farther,name_3__obj_flag__num_09__unit_inches__reference_object_moves__farther__object_first,event_entity_order,farther,num_09,unit_inches
name_3__obj_flag__num_09__unit_inches__reference_object_moves__farther__expanded,name_3__obj_flag__num_09__unit_inches__reference_object_moves__farther__expanded__object_first,event_entity_order,farther,num_09,unit_inches
name_3__obj_flag__num_09__unit_inches__both_move_same_separation__unchanged__compact,name_3__obj_flag__num_09__unit_inches__both_move_same_separation__unchanged__compact__object_first,event_entity_order,unchanged,num_09,unit_inches
name_3__obj_flag__num_09__unit_inches__both_move_same_separation__unchanged,name_3__obj_flag__num_09__unit_inches__both_move_same_separation__unchanged__object_first,event_entity_order,unchanged,num_09,unit_inches
name_3__obj_flag__num_09__unit_inches__both_move_same_separation__unchanged__expanded,name_3__obj_flag__num_09__unit_inches__both_move_same_separation__unchanged__expanded__object_first,event_entity_order,unchanged,num_09,unit_inches
name_3__obj_flag__num_10__unit_metres__reference_object_moves__closer__compact__person_first,name_3__obj_flag__num_10__unit_metres__reference_object_moves__closer__compact,event_entity_order,closer,num_10,unit_metres
name_3__obj_flag__num_10__unit_metres__reference_object_moves__closer,name_3__obj_flag__num_10__unit_metres__reference_object_moves__closer__object_first,event_entity_order,closer,num_10,unit_metres
name_3__obj_flag__num_10__unit_metres__reference_object_moves__closer__expanded,name_3__obj_flag__num_10__unit_metres__reference_object_moves__closer__expanded__object_first,event_entity_order,closer,num_10,unit_metres
name_3__obj_flag__num_10__unit_metres__reference_object_moves__farther__compact__person_first,name_3__obj_flag__num_10__unit_metres__reference_object_moves__farther__compact,event_entity_order,farther,num_10,unit_metres
name_3__obj_flag__num_10__unit_metres__reference_object_moves__farther,name_3__obj_flag__num_10__unit_metres__reference_object_moves__farther__object_first,event_entity_order,farther,num_10,unit_metres
name_3__obj_flag__num_10__unit_metres__reference_object_moves__farther__expanded,name_3__obj_flag__num_10__unit_metres__reference_object_moves__farther__expanded__object_first,event_entity_order,farther,num_10,unit_metres
name_3__obj_flag__num_10__unit_metres__both_move_same_separation__unchanged__compact,name_3__obj_flag__num_10__unit_metres__both_move_same_separation__unchanged__compact__object_first,event_entity_order,unchanged,num_10,unit_metres
name_3__obj_flag__num_10__unit_metres__both_move_same_separation__unchanged,name_3__obj_flag__num_10__unit_metres__both_move_same_separation__unchanged__object_first,event_entity_order,unchanged,num_10,unit_metres
name_3__obj_flag__num_10__unit_metres__both_move_same_separation__unchanged__expanded,name_3__obj_flag__num_10__unit_metres__both_move_same_separation__unchanged__expanded__object_first,event_entity_order,unchanged,num_10,unit_metres
name_3__obj_flag__num_10__unit_ft__reference_object_moves__closer__compact__person_first,name_3__obj_flag__num_10__unit_ft__reference_object_moves__closer__compact,event_entity_order,closer,num_10,unit_ft
name_3__obj_flag__num_10__unit_ft__reference_object_moves__closer,name_3__obj_flag__num_10__unit_ft__reference_object_moves__closer__object_first,event_entity_order,closer,num_10,unit_ft
name_3__obj_flag__num_10__unit_ft__reference_object_moves__closer__expanded,name_3__obj_flag__num_10__unit_ft__reference_object_moves__closer__expanded__object_first,event_entity_order,closer,num_10,unit_ft
name_3__obj_flag__num_10__unit_ft__reference_object_moves__farther__compact__person_first,name_3__obj_flag__num_10__unit_ft__reference_object_moves__farther__compact,event_entity_order,farther,num_10,unit_ft
name_3__obj_flag__num_10__unit_ft__reference_object_moves__farther,name_3__obj_flag__num_10__unit_ft__reference_object_moves__farther__object_first,event_entity_order,farther,num_10,unit_ft
name_3__obj_flag__num_10__unit_ft__reference_object_moves__farther__expanded,name_3__obj_flag__num_10__unit_ft__reference_object_moves__farther__expanded__object_first,event_entity_order,farther,num_10,unit_ft
name_3__obj_flag__num_10__unit_ft__both_move_same_separation__unchanged__compact,name_3__obj_flag__num_10__unit_ft__both_move_same_separation__unchanged__compact__object_first,event_entity_order,unchanged,num_10,unit_ft
name_3__obj_flag__num_10__unit_ft__both_move_same_separation__unchanged,name_3__obj_flag__num_10__unit_ft__both_move_same_separation__unchanged__object_first,event_entity_order,unchanged,num_10,unit_ft
name_3__obj_flag__num_10__unit_ft__both_move_same_separation__unchanged__expanded,name_3__obj_flag__num_10__unit_ft__both_move_same_separation__unchanged__expanded__object_first,event_entity_order,unchanged,num_10,unit_ft
name_3__obj_flag__num_10__unit_inches__reference_object_moves__closer__compact__person_first,name_3__obj_flag__num_10__unit_inches__reference_object_moves__closer__compact,event_entity_order,closer,num_10,unit_inches
name_3__obj_flag__num_10__unit_inches__reference_object_moves__closer,name_3__obj_flag__num_10__unit_inches__reference_object_moves__closer__object_first,event_entity_order,closer,num_10,unit_inches
name_3__obj_flag__num_10__unit_inches__reference_object_moves__closer__expanded,name_3__obj_flag__num_10__unit_inches__reference_object_moves__closer__expanded__object_first,event_entity_order,closer,num_10,unit_inches
name_3__obj_flag__num_10__unit_inches__reference_object_moves__farther__compact__person_first,name_3__obj_flag__num_10__unit_inches__reference_object_moves__farther__compact,event_entity_order,farther,num_10,unit_inches
name_3__obj_flag__num_10__unit_inches__reference_object_moves__farther,name_3__obj_flag__num_10__unit_inches__reference_object_moves__farther__object_first,event_entity_order,farther,num_10,unit_inches
name_3__obj_flag__num_10__unit_inches__reference_object_moves__farther__expanded,name_3__obj_flag__num_10__unit_inches__reference_object_moves__farther__expanded__object_first,event_entity_order,farther,num_10,unit_inches
name_3__obj_flag__num_10__unit_inches__both_move_same_separation__unchanged__compact,name_3__obj_flag__num_10__unit_inches__both_move_same_separation__unchanged__compact__object_first,event_entity_order,unchanged,num_10,unit_inches
name_3__obj_flag__num_10__unit_inches__both_move_same_separation__unchanged,name_3__obj_flag__num_10__unit_inches__both_move_same_separation__unchanged__object_first,event_entity_order,unchanged,num_10,unit_inches
name_3__obj_flag__num_10__unit_inches__both_move_same_separation__unchanged__expanded,name_3__obj_flag__num_10__unit_inches__both_move_same_separation__unchanged__expanded__object_first,event_entity_order,unchanged,num_10,unit_inches
name_3__obj_flag__num_11__unit_metres__reference_object_moves__closer__compact__person_first,name_3__obj_flag__num_11__unit_metres__reference_object_moves__closer__compact,event_entity_order,closer,num_11,unit_metres
name_3__obj_flag__num_11__unit_metres__reference_object_moves__closer,name_3__obj_flag__num_11__unit_metres__reference_object_moves__closer__object_first,event_entity_order,closer,num_11,unit_metres
name_3__obj_flag__num_11__unit_metres__reference_object_moves__closer__expanded,name_3__obj_flag__num_11__unit_metres__reference_object_moves__closer__expanded__object_first,event_entity_order,closer,num_11,unit_metres
name_3__obj_flag__num_11__unit_metres__reference_object_moves__farther__compact__person_first,name_3__obj_flag__num_11__unit_metres__reference_object_moves__farther__compact,event_entity_order,farther,num_11,unit_metres
name_3__obj_flag__num_11__unit_metres__reference_object_moves__farther,name_3__obj_flag__num_11__unit_metres__reference_object_moves__farther__object_first,event_entity_order,farther,num_11,unit_metres
name_3__obj_flag__num_11__unit_metres__reference_object_moves__farther__expanded,name_3__obj_flag__num_11__unit_metres__reference_object_moves__farther__expanded__object_first,event_entity_order,farther,num_11,unit_metres
name_3__obj_flag__num_11__unit_metres__both_move_same_separation__unchanged__compact,name_3__obj_flag__num_11__unit_metres__both_move_same_separation__unchanged__compact__object_first,event_entity_order,unchanged,num_11,unit_metres
name_3__obj_flag__num_11__unit_metres__both_move_same_separation__unchanged,name_3__obj_flag__num_11__unit_metres__both_move_same_separation__unchanged__object_first,event_entity_order,unchanged,num_11,unit_metres
name_3__obj_flag__num_11__unit_metres__both_move_same_separation__unchanged__expanded,name_3__obj_flag__num_11__unit_metres__both_move_same_separation__unchanged__expanded__object_first,event_entity_order,unchanged,num_11,unit_metres
name_3__obj_flag__num_11__unit_ft__reference_object_moves__closer__compact__person_first,name_3__obj_flag__num_11__unit_ft__reference_object_moves__closer__compact,event_entity_order,closer,num_11,unit_ft
name_3__obj_flag__num_11__unit_ft__reference_object_moves__closer,name_3__obj_flag__num_11__unit_ft__reference_object_moves__closer__object_first,event_entity_order,closer,num_11,unit_ft
name_3__obj_flag__num_11__unit_ft__reference_object_moves__closer__expanded,name_3__obj_flag__num_11__unit_ft__reference_object_moves__closer__expanded__object_first,event_entity_order,closer,num_11,unit_ft
name_3__obj_flag__num_11__unit_ft__reference_object_moves__farther__compact__person_first,name_3__obj_flag__num_11__unit_ft__reference_object_moves__farther__compact,event_entity_order,farther,num_11,unit_ft
name_3__obj_flag__num_11__unit_ft__reference_object_moves__farther,name_3__obj_flag__num_11__unit_ft__reference_object_moves__farther__object_first,event_entity_order,farther,num_11,unit_ft
name_3__obj_flag__num_11__unit_ft__reference_object_moves__farther__expanded,name_3__obj_flag__num_11__unit_ft__reference_object_moves__farther__expanded__object_first,event_entity_order,farther,num_11,unit_ft
name_3__obj_flag__num_11__unit_ft__both_move_same_separation__unchanged__compact,name_3__obj_flag__num_11__unit_ft__both_move_same_separation__unchanged__compact__object_first,event_entity_order,unchanged,num_11,unit_ft
name_3__obj_flag__num_11__unit_ft__both_move_same_separation__unchanged,name_3__obj_flag__num_11__unit_ft__both_move_same_separation__unchanged__object_first,event_entity_order,unchanged,num_11,unit_ft
name_3__obj_flag__num_11__unit_ft__both_move_same_separation__unchanged__expanded,name_3__obj_flag__num_11__unit_ft__both_move_same_separation__unchanged__expanded__object_first,event_entity_order,unchanged,num_11,unit_ft
