control,base_probe_id,variant_probe_id,event_family,case_id,object_pair_id,evidence_type,length_band
length_band,both_reverse__toy_key__numbered_floors__compact__target_first__target_first,both_reverse__toy_key__numbered_floors__expanded__target_first__target_first,both_move,both_reverse,toy_key,numbered_floors,compact
context_entity_order,both_reverse__toy_key__numbered_floors__compact__target_first__reference_first,both_reverse__toy_key__numbered_floors__compact__reference_first__reference_first,both_move,both_reverse,toy_key,numbered_floors,compact
length_band,both_reverse__toy_key__numbered_floors__compact__target_first__reference_first,both_reverse__toy_key__numbered_floors__standard__target_first__reference_first,both_move,both_reverse,toy_key,numbered_floors,compact
length_band,both_reverse__toy_key__numbered_floors__compact__target_first__reference_first,both_reverse__toy_key__numbered_floors__expanded__target_first__reference_first,both_move,both_reverse,toy_key,numbered_floors,compact
target_entity_order,both_reverse__toy_key__numbered_floors__compact__reference_first__target_first,both_reverse__toy_key__numbered_floors__compact__reference_first__reference_first,both_move,both_reverse,toy_key,numbered_floors,compact
length_band,both_reverse__toy_key__numbered_floors__compact__reference_first__target_first,both_reverse__toy_key__numbered_floors__standard__reference_first__target_first,both_move,both_reverse,toy_key,numbered_floors,compact
length_band,both_reverse__toy_key__numbered_floors__compact__reference_first__target_first,both_reverse__toy_key__numbered_floors__expanded__reference_first__target_first,both_move,both_reverse,toy_key,numbered_floors,compact
length_band,both_reverse__toy_key__numbered_floors__compact__reference_first__reference_first,both_reverse__toy_key__numbered_floors__standard__reference_first__reference_first,both_move,both_reverse,toy_key,numbered_floors,compact
length_band,both_reverse__toy_key__numbered_floors__compact__reference_first__reference_first,both_reverse__toy_key__numbered_floors__expanded__reference_first__reference_first,both_move,both_reverse,toy_key,numbered_floors,compact
context_entity_order,both_reverse__toy_key__numbered_floors__standard__target_first__target_first,both_reverse__toy_key__numbered_floors__standard__reference_first__target_first,both_move,both_reverse,toy_key,numbered_floors,standard
target_entity_order,both_reverse__toy_key__numbered_floors__standard__target_first__target_first,both_reverse__toy_key__numbered_floors__standard__target_first__reference_first,both_move,both_reverse,toy_key,numbered_floors,standard
context_entity_order,both_reverse__toy_key__numbered_floors__standard__target_first__reference_first,both_reverse__toy_key__numbered_floors__standard__reference_first__reference_first,both_move,both_reverse,toy_key,numbered_floors,standard
target_entity_order,both_reverse__toy_key__numbered_floors__standard__reference_first__target_first,both_reverse__toy_key__numbered_floors__standard__reference_first__reference_first,both_move,both_reverse,toy_key,numbered_floors,standard
context_entity_order,both_reverse__toy_key__numbered_floors__expanded__target_first__target_first,both_reverse__toy_key__numbered_floors__expanded__reference_first__target_first,both_move,both_reverse,toy_key,numbered_floors,expanded
target_entity_order,both_reverse__toy_key__numbered_floors__expanded__target_first__target_first,both_reverse__toy_key__numbered_floors__expanded__target_first__reference_first,both_move,both_reverse,toy_key,numbered_floors,expanded
context_entity_order,both_reverse__toy_key__numbered_floors__expanded__target_first__reference_first,both_reverse__toy_key__numbered_floors__expanded__reference_first__reference_first,both_move,both_reverse,toy_key,numbered_floors,expanded
target_entity_order,both_reverse__toy_key__numbered_floors__expanded__reference_first__target_first,both_reverse__toy_key__numbered_floors__expanded__reference_first__reference_first,both_move,both_reverse,toy_key,numbered_floors,expanded
context_entity_order,direct_label_plain__ball_cone__direct_label_plain__compact__target_first__target_first,direct_label_plain__ball_cone__direct_label_plain__compact__reference_first__target_first,direct_label_control,direct_label_plain,ball_cone,direct_label_plain,compact
target_entity_order,direct_label_plain__ball_cone__direct_label_plain__compact__target_first__target_first,direct_label_plain__ball_cone__direct_label_plain__compact__target_first__reference_first,direct_label_control,direct_label_plain,ball_cone,direct_label_plain,compact
length_band,direct_label_plain__ball_cone__direct_label_plain__compact__target_first__target_first,direct_label_plain__ball_cone__direct_label_plain__standard__target_first__target_first,direct_label_control,direct_label_plain,ball_cone,direct_label_plain,compact
length_band,direct_label_plain__ball_cone__direct_label_plain__compact__target_first__target_first,direct_label_plain__ball_cone__direct_label_plain__expanded__target_first__target_first,direct_label_control,direct_label_plain,ball_cone,direct_label_plain,compact
direct_label_style,direct_label_plain__ball_cone__direct_label_plain__compact__target_first__target_first,direct_label_positioned__ball_cone__direct_label_positioned__compact__target_first__target_first,direct_label_control,direct_label_plain,ball_cone,direct_label_plain,compact
context_entity_order,direct_label_plain__ball_cone__direct_label_plain__compact__target_first__reference_first,direct_label_plain__ball_cone__direct_label_plain__compact__reference_first__reference_first,direct_label_control,direct_label_plain,ball_cone,direct_label_plain,compact
length_band,direct_label_plain__ball_cone__direct_label_plain__compact__target_first__reference_first,direct_label_plain__ball_cone__direct_label_plain__standard__target_first__reference_first,direct_label_control,direct_label_plain,ball_cone,direct_label_plain,compact
length_band,direct_label_plain__ball_cone__direct_label_plain__compact__target_first__reference_first,direct_label_plain__ball_cone__direct_label_plain__expanded__target_first__reference_first,direct_label_control,direct_label_plain,ball_cone,direct_label_plain,compact
direct_label_style,direct_label_plain__ball_cone__direct_label_plain__compact__target_first__reference_first,direct_label_positioned__ball_cone__direct_label_positioned__compact__target_first__reference_first,direct_label_control,direct_label_plain,ball_cone,direct_label_plain,compact
target_entity_order,direct_label_plain__ball_cone__direct_label_plain__compact__reference_first__target_first,direct_label_plain__ball_cone__direct_label_plain__compact__reference_first__reference_first,direct_label_control,direct_label_plain,ball_cone,direct_label_plain,compact
length_band,direct_label_plain__ball_cone__direct_label_plain__compact__reference_first__target_first,direct_label_plain__ball_cone__direct_label_plain__standard__reference_first__target_first,direct_label_control,direct_label_plain,ball_cone,direct_label_plain,compact
length_band,direct_label_plain__ball_cone__direct_label_plain__compact__reference_first__target_first,direct_label_plain__ball_cone__direct_label_plain__expanded__reference_first__target_first,direct_label_control,direct_label_plain,ball_cone,direct_label_plain,compact
direct_label_style,direct_label_plain__ball_cone__direct_label_plain__compact__reference_first__target_first,direct_label_positioned__ball_cone__direct_label_positioned__compact__reference_first__target_first,direct_label_control,direct_label_plain,ball_cone,direct_label_plain,compact
length_band,direct_label_plain__ball_cone__direct_label_plain__compact__reference_first__reference_first,direct_label_plain__ball_cone__direct_label_plain__standard__reference_first__reference_first,direct_label_control,direct_label_plain,ball_cone,direct_label_plain,compact
length_band,direct_label_plain__ball_cone__direct_label_plain__compact__reference_first__reference_first,direct_label_plain__ball_cone__direct_label_plain__expanded__reference_first__reference_first,direct_label_control,direct_label_plain,ball_cone,direct_label_plain,compact
direct_label_style,direct_label_plain__ball_cone__direct_label_plain__compact__reference_first__reference_first,direct_label_positioned__ball_cone__direct_label_positioned__compact__reference_first__reference_first,direct_label_control,direct_label_plain,ball_cone,direct_label_plain,compact
context_entity_order,direct_label_plain__ball_cone__direct_label_plain__standard__target_first__target_first,direct_label_plain__ball_cone__direct_label_plain__standard__reference_first__target_first,direct_label_control,direct_label_plain,ball_cone,direct_label_plain,standard
target_entity_order,direct_label_plain__ball_cone__direct_label_plain__standard__target_first__target_first,direct_label_plain__ball_cone__direct_label_plain__standard__target_first__reference_first,direct_label_control,direct_label_plain,ball_cone,direct_label_plain,standard
direct_label_style,direct_label_plain__ball_cone__direct_label_plain__standard__target_first__target_first,direct_label_positioned__ball_cone__direct_label_positioned__standard__target_first__target_first,direct_label_control,direct_label_plain,ball_cone,direct_label_plain,standard
